x,y,xvar,yvar,cov,ts,mfgID,GID
188494.3221,1997637.402,0,0,0,2/25/2017 8:50:20 AM,41,"""2017-41-1-056"""
188486.1284,1997372.386,33.8114,81.8019,47.3454,2/25/2017 9:05:00 AM,54,"""2017-54-1-056"""
188591.6514,1997398.595,0,0,0,2/25/2017 9:50:00 AM,54,"""2017-54-2-056"""
188555.2401,1997413.548,1.2278,3.0062,0.3441,2/25/2017 10:01:40 AM,357,"""2017-357-1-056"""
188612.4076,1997436.718,0.2018,0.5595,0.0347,2/25/2017 10:06:20 AM,356,"""2017-356-1-056"""
188663.1795,1997478.281,0.5053,1.2621,-0.0656,2/25/2017 10:15:00 AM,367,"""2017-367-3-056"""
188528.6046,1997442.626,1.5671,7.6242,1.6769,2/25/2017 12:36:20 PM,367,"""2017-367-4-056"""
188572.2052,1997406.193,0.2213,0.2382,0.0418,2/25/2017 12:46:00 PM,357,"""2017-357-2-056"""
188648.7595,1997448.516,1.8603,9.1783,1.2766,2/25/2017 12:52:40 PM,356,"""2017-356-2-056"""
188576.9829,1997292.798,5.7876,1.3029,-0.643,2/25/2017 1:01:20 PM,41,"""2017-41-2-056"""
188489.7679,1997056.432,1.268,1.8787,-0.8708,2/25/2017 1:26:40 PM,54,"""2017-54-4-056"""
188634.6373,1997449.017,6.9603,4.9912,-3.5247,2/27/2017 7:18:00 AM,356,"""2017-356-1-058"""
188612.4321,1997420.531,0.4696,1.1245,-0.2433,2/27/2017 7:24:00 AM,357,"""2017-357-1-058"""
188470.4579,1997298.028,2.013,4.5736,-0.3835,2/27/2017 7:32:00 AM,367,"""2017-367-1-058"""
188530.6868,1997279.296,0.4853,0.607,-0.1801,2/27/2017 8:16:40 AM,41,"""2017-41-1-058"""
188293.7579,1997603.392,52.2307,5.3604,6.8398,2/27/2017 8:59:20 AM,54,"""2017-54-1-058"""
188600.8133,1997113.881,4.1085,0.9307,-0.7968,2/27/2017 9:42:40 AM,372,"""2017-372-1-058"""
188642.9037,1997238.642,0,0,0,2/27/2017 10:17:00 AM,67,"""2017-67-1-058"""
188470.2798,1997639.426,0,0,0,2/27/2017 3:06:00 PM,54,"""2017-54-2-058"""
188502.0557,1997657.243,0,0,0,2/27/2017 3:11:40 PM,355,"""2017-355-2-058"""
188559.7214,1997435.572,0.3155,0.7035,-0.0884,2/27/2017 3:19:20 PM,367,"""2017-367-2-058"""
188645.4058,1997474.623,3.9757,22.8373,4.1243,2/27/2017 3:29:20 PM,356,"""2017-356-2-058"""
188557.7751,1997305.264,0.4487,0.3341,-0.2068,2/27/2017 3:40:20 PM,41,"""2017-41-2-058"""
188659.8204,1997272.106,1.2232,1.0767,0.6498,2/28/2017 6:40:20 AM,67,"""2017-67-1-059"""
188472.8549,1997610.476,0,0,0,2/28/2017 7:11:00 AM,54,"""2017-54-1-059"""
188573.9153,1997681.719,1.2303,8.4019,1.048,2/28/2017 7:38:40 AM,355,"""2017-355-1-059"""
188566.1682,1997437.402,0.2033,0.4234,0.067,2/28/2017 7:47:20 AM,367,"""2017-367-1-059"""
188556.9266,1997398.016,2.5089,3.4006,-0.9382,2/28/2017 7:55:20 AM,357,"""2017-357-1-059"""
188686.5203,1997426.216,0.6241,0.4954,0.0301,2/28/2017 8:08:20 AM,356,"""2017-356-1-059"""
188569.5309,1997265.401,0.3239,1.4864,-0.1869,2/28/2017 8:26:20 AM,41,"""2017-41-1-059"""
188587.9455,1997160.502,1.1314,2.664,0.4545,2/28/2017 9:58:40 AM,372,"""2017-372-2-059"""
188597.273,1997665.885,17.8746,2.0147,1.7758,2/28/2017 10:26:00 AM,355,"""2017-355-2-059"""
188468.8943,1997634.944,0.4403,0.4108,0.0402,2/28/2017 10:33:20 AM,54,"""2017-54-2-059"""
188605.5079,1997409.816,0.5368,0.2783,-0.0363,2/28/2017 11:04:00 AM,356,"""2017-356-2-059"""
188534.3573,1997269.286,0.8497,0.3002,-0.0125,2/28/2017 11:14:20 AM,41,"""2017-41-2-059"""
188830.2189,1997284.392,17.4837,1.8966,-0.3596,3/1/2017 8:43:00 AM,38,"""2017-38-2-060"""
188785.7205,1997290.27,0.8131,0.2997,0.0468,3/1/2017 9:18:40 AM,38,"""2017-38-3-060"""
188629.706,1997189.746,0.5873,0.678,0.5615,3/1/2017 10:30:00 AM,372,"""2017-372-1-060"""
188571.9666,1997250.764,0,0,0,3/1/2017 10:36:00 AM,41,"""2017-41-1-060"""
188457.3665,1997629.09,2.2221,0.6201,0.062,3/1/2017 10:53:00 AM,54,"""2017-54-1-060"""
188486.8148,1997604.867,22.0367,56.6554,30.686,3/1/2017 11:00:40 AM,355,"""2017-355-1-060"""
188587.5304,1997442.865,0.0543,0.6118,-0.1167,3/1/2017 11:37:40 AM,357,"""2017-357-1-060"""
188646.6686,1997504.647,1.9293,13.8267,2.367,3/1/2017 11:43:00 AM,367,"""2017-367-1-060"""
188640.5963,1997413.766,1.001,0.51,0.0894,3/1/2017 11:47:40 AM,356,"""2017-356-1-060"""
188566.4218,1997305.106,0.178,0.489,-0.2416,3/1/2017 12:44:00 PM,41,"""2017-41-2-060"""
188558.6452,1997404.241,0.3765,0.466,-0.3087,3/1/2017 12:51:20 PM,357,"""2017-357-2-060"""
188641.0227,1997341.797,0.2052,0.6887,-0.1133,3/2/2017 6:37:20 AM,67,"""2017-67-1-061"""
188506.4153,1997492.697,1471.2645,2612.3758,-1937.6261,3/2/2017 8:33:20 AM,38,"""2017-38-2-061"""
188466.2267,1997597.817,0,0,0,3/2/2017 9:14:00 AM,54,"""2017-54-2-061"""
188539.2669,1997671.728,0.8742,4.563,0.2252,3/2/2017 9:19:40 AM,355,"""2017-355-2-061"""
188537.3854,1997441.494,0.1342,0.4281,-0.0406,3/2/2017 9:40:20 AM,367,"""2017-367-2-061"""
188573.8131,1997407.315,0,0,0,3/2/2017 9:48:00 AM,357,"""2017-357-2-061"""
188643.8497,1997424.263,0.8056,0.3807,-0.0557,3/2/2017 9:56:00 AM,356,"""2017-356-2-061"""
188634.1861,1997207.547,0.8741,1.8317,0.8656,3/2/2017 10:35:00 AM,372,"""2017-372-1-061"""
188643.9008,1997209.489,2.4812,0.954,-0.3663,3/2/2017 11:33:20 AM,372,"""2017-372-2-061"""
188529.083,1997286.456,0.2918,0.1988,-0.0369,3/2/2017 11:46:40 AM,41,"""2017-41-2-061"""
188799.4499,1997265.197,66.1457,18.2768,-30.1995,3/2/2017 6:48:00 AM,38,"""2017-38-1-061"""
188633.5704,1997426.711,1.0054,1.0778,-0.4822,3/2/2017 7:11:00 AM,356,"""2017-356-1-061"""
188590.561,1997416.889,0.4751,0.9424,-0.2516,3/2/2017 7:15:40 AM,367,"""2017-367-1-061"""
188450.2352,1997633.622,0,0,0,3/2/2017 7:37:20 AM,54,"""2017-54-1-061"""
188573.4399,1997687.081,3.2679,1.7436,1.2253,3/2/2017 7:45:20 AM,355,"""2017-355-1-061"""
188478.6007,1997628.003,0,0,0,3/3/2017 7:16:00 AM,54,"""2017-54-1-062"""
188612.3865,1998155.832,11.7527,15.2278,11.4431,3/3/2017 7:40:40 AM,63,"""2017-63-1-062"""
188511.9244,1997331.316,0,0,0,3/3/2017 8:25:20 AM,41,"""2017-41-1-062"""
188666.4088,1997302.664,1.2246,11.2352,-1.9581,3/3/2017 8:19:00 AM,67,"""2017-67-1-062"""
188444.6369,1997661.117,5.3218,1.0224,-0.1644,3/3/2017 8:59:20 AM,54,"""2017-54-2-062"""
188647.7918,1997448.244,0.9454,0.1862,0.2446,3/3/2017 9:02:40 AM,356,"""2017-356-2-062"""
188674.7759,1997410.36,0.2784,0.31,0.0488,3/3/2017 9:07:00 AM,369,"""2017-369-2-062"""
188620.8912,1997193.651,0.1698,0.4057,0.0547,3/3/2017 10:18:00 AM,372,"""2017-372-2-062"""
188516.86,1997371.603,0.4588,1.0356,0.229,3/4/2017 6:40:00 AM,357,"""2017-357-1-063"""
188628.5188,1997549.94,0.1794,0.7002,-0.0514,3/4/2017 6:54:00 AM,67,"""2017-67-1-063"""
188680.6092,1997539.411,1.9443,4.4121,-1.9262,3/4/2017 6:59:20 AM,38,"""2017-38-1-063"""
188284.2583,1997822.962,0,0,0,3/4/2017 7:36:15 AM,63,"""2017-63-1-063"""
188741.4915,1997446.653,13.024,18.0938,-13.5621,3/4/2017 8:22:40 AM,369,"""2017-369-1-063"""
188712.5379,1997191.681,15.2449,43.6846,-22.9364,3/4/2017 8:35:40 AM,372,"""2017-372-2-063"""
188527.2264,1997290.114,0.8457,3.4291,0.8393,3/4/2017 8:41:00 AM,41,"""2017-41-2-063"""
188518.7505,1997438.572,1.5002,2.3163,-0.5831,3/4/2017 9:05:40 AM,367,"""2017-367-3-063"""
188560.2289,1997469.767,2.4832,21.6032,-3.7468,3/4/2017 9:09:00 AM,357,"""2017-357-4-063"""
188675.5183,1997568.728,52.1868,1115.8781,213.2836,3/4/2017 9:13:00 AM,356,"""2017-356-2-063"""
188759.4997,1997477.766,0.7431,1.5343,0.2927,3/4/2017 9:38:20 AM,369,"""2017-369-2-063"""
188812.4126,1997573.927,0.3342,1.4488,0.2002,3/4/2017 9:44:40 AM,40,"""2017-40-1-063"""
188603.7456,1997157.734,2.0959,0.5806,0.5645,3/4/2017 10:16:00 AM,372,"""2017-372-3-063"""
188552.5471,1997288.181,0.2995,0.3622,-0.1164,3/4/2017 10:22:00 AM,41,"""2017-41-3-063"""
189295.4579,1997511.727,1.23,1.1314,0.578,3/5/2017 7:19:00 AM,50,"""2017-50-1-064"""
188676.9403,1997219.523,1.4016,4.0318,-0.4354,3/5/2017 8:13:40 AM,372,"""2017-372-1-064"""
188525.6533,1997290.015,6.3441,1.1493,2.0407,3/5/2017 8:20:00 AM,41,"""2017-41-1-064"""
188727.7505,1997455.513,0,0,0,3/7/2017 6:47:20 AM,50,"""2017-50-1-066"""
188477.7645,1997612.129,0,0,0,3/7/2017 9:54:20 AM,54,"""2017-54-1-066"""
188574.4606,1997667.149,4.2634,0.9567,0.4557,3/7/2017 10:02:20 AM,355,"""2017-355-1-066"""
188481.7337,1997505.508,6.1388,96.528,-0.5105,3/7/2017 3:55:00 PM,41,"""2017-41-1-066"""
188549.399,1997439.358,1.2421,5.3673,0.7477,3/7/2017 3:59:20 PM,367,"""2017-367-1-066"""
188779.4199,1997384.501,0.6999,0.1191,-0.0198,3/7/2017 4:09:20 PM,50,"""2017-50-3-066"""
188789.6184,1997613.824,1.6768,17.3749,-0.3816,3/7/2017 4:23:40 PM,40,"""2017-40-1-066"""
188449.1185,1997160.05,6.6778,11.02,7.0646,3/7/2017 6:57:20 PM,367,"""2017-367-2-066"""
188617.1397,1997172.696,1.9161,6.4507,3.2825,3/7/2017 7:16:20 PM,41,"""2017-41-2-066"""
188662.8399,1997134.874,5.8587,13.9925,-4.7331,3/7/2017 7:32:40 PM,38,"""2017-38-2-066"""
188685.6194,1997179.743,3.5631,10.9371,2.1635,3/7/2017 7:46:00 PM,372,"""2017-372-3-066"""
188493.7994,1997077.113,946.4411,1152.8451,1018.5786,3/7/2017 7:48:20 PM,50,"""2017-50-4-066"""
188750.5843,1997450.647,1.972,10.2266,1.0181,3/8/2017 11:22:40 AM,369,"""2017-369-1-067"""
188565.7435,1997655.899,0.8378,0.4055,-0.0731,3/8/2017 12:15:20 PM,355,"""2017-355-1-067"""
188434.5019,1997594.097,19.603,7.1623,9.5642,3/8/2017 12:21:00 PM,54,"""2017-54-1-067"""
188564.5632,1997350.729,10.5301,3.9062,-2.7898,3/8/2017 12:31:00 PM,41,"""2017-41-1-067"""
188520.5408,1997287.576,0.1461,0.6432,-0.2535,3/9/2017 10:01:20 AM,372,"""2017-372-1-068"""
188563.3854,1997451.411,15.0646,3.7424,5.4476,3/9/2017 10:10:00 AM,41,"""2017-41-1-068"""
188467.8938,1997681.903,0.8421,0.3094,-0.04,3/9/2017 10:29:20 AM,54,"""2017-54-1-068"""
188714.8285,1997431.901,4.7212,1.0322,0.6722,3/9/2017 11:14:00 AM,369,"""2017-369-1-068"""
188684.258,1997343.179,0.3049,0.3926,0.1342,3/9/2017 11:50:20 AM,67,"""2017-67-1-068"""
188733.8832,1997326.133,4.1265,2.6252,2.9233,3/9/2017 11:56:30 AM,50,"""2017-50-1-068"""
188514.4911,1997674.264,0.1472,0.3637,-0.1713,3/10/2017 8:06:40 AM,355,"""2017-355-1-069"""
188449.2925,1997663.877,0,0,0,3/10/2017 8:17:20 AM,54,"""2017-54-1-069"""
188780.2515,1997507.417,5.9414,37.3483,12.1727,3/10/2017 9:08:20 AM,40,"""2017-40-1-069"""
188780.8925,1997431.45,0.5511,0.5891,-0.0325,3/10/2017 9:36:10 AM,369,"""2017-369-1-069"""
188546.7725,1997436.682,1.3445,5.3308,-1.0447,3/10/2017 9:35:40 AM,41,"""2017-41-1-069"""
188941.1255,1997669.898,5757.639,4064.4488,4800.186,3/10/2017 10:04:20 AM,40,"""2017-40-2-069"""
188708.875,1997582.425,0.4474,7.8776,0.0153,3/10/2017 10:13:00 AM,63,"""2017-63-1-069"""
188635.7385,1997490.638,17.2303,3.9858,3.3494,3/10/2017 10:17:40 AM,50,"""2017-50-1-069"""
188569.2835,1997697.492,2.603,12.2022,1.9429,3/10/2017 4:29:20 PM,355,"""2017-355-2-069"""
188552.965,1997460.004,0.2448,0.3011,-0.1762,3/10/2017 4:38:40 PM,41,"""2017-41-2-069"""
188789.9995,1997459.086,27.8193,9.078,12.1593,3/10/2017 4:44:20 PM,369,"""2017-369-2-069"""
188790.0965,1998676.733,2695.1212,1027842.882,47354.7435,3/10/2017 4:53:40 PM,40,"""2017-40-3-069"""
188639.6201,1997221.245,2.5364,7.0834,3.2794,3/10/2017 5:05:40 PM,50,"""2017-50-2-069"""
188464.3578,1996859.32,0,0,0,3/10/2017 5:40:00 PM,63,"""2017-63-2-069"""
188727.0766,1997421.128,0.4119,0.6258,0.0133,3/11/2017 9:22:00 AM,369,"""2017-369-1-070"""
188767.7499,1997566.381,1.7504,2.5557,0.976,3/11/2017 9:30:00 AM,40,"""2017-40-1-070"""
188421.2076,1997618.125,27.762,2.8593,4.3949,3/11/2017 10:34:20 AM,54,"""2017-54-1-070"""
188535.3895,1997519.762,2.2285,32.2914,-0.3978,3/11/2017 11:01:20 AM,41,"""2017-41-1-070"""
188724.2702,1997460.274,2.291,0.6452,0.0621,3/11/2017 11:29:20 AM,369,"""2017-369-2-070"""
188767.8607,1997567.461,2.7652,16.8073,3.6865,3/11/2017 11:33:40 AM,40,"""2017-40-2-070"""
188387.2498,1997617.066,12.5061,8.7618,3.5935,3/11/2017 12:20:30 PM,54,"""2017-54-2-070"""
188530.03,1997697.807,15.4316,7.5752,9.1802,3/11/2017 12:13:00 PM,355,"""2017-355-2-070"""
188492.9675,1997465.607,0,0,0,3/11/2017 12:49:20 PM,41,"""2017-41-2-070"""
188732.3651,1997284.862,0.6233,2.8333,0.0719,3/12/2017 6:53:20 AM,38,"""2017-38-1-071"""
188733.8699,1997358.142,0.9658,0.4801,0.1609,3/12/2017 6:57:00 AM,50,"""2017-50-1-071"""
188826.9115,1997133.576,2.6105,2.1055,-1.3093,3/12/2017 7:17:00 AM,41,"""2017-41-1-071"""
188435.8281,1997632.545,10.8677,1.351,-0.0208,3/12/2017 8:26:20 AM,54,"""2017-54-1-071"""
188803.5386,1997598.188,5.0492,13.3393,6.7346,3/12/2017 8:57:40 AM,40,"""2017-40-1-071"""
188857.4506,1997521.553,230.3438,75.0744,116.9799,3/12/2017 9:22:20 AM,369,"""2017-369-1-071"""
188644.4041,1997505.771,1.8257,14.8355,2.0473,3/12/2017 9:29:40 AM,50,"""2017-50-2-071"""
188516.272,1995795.509,1940.7051,1631059.22,36402.898,3/12/2017 9:37:40 AM,41,"""2017-41-2-071"""
188560.431,1997668.894,1.3762,0.7737,0.4209,3/12/2017 10:14:40 AM,355,"""2017-355-2-071"""
188439.6327,1997637.837,9.5999,4.279,-5.581,3/12/2017 10:21:00 AM,54,"""2017-54-2-071"""
188672.8392,1997469.942,0.2603,0.6822,-0.1517,3/12/2017 10:44:20 AM,50,"""2017-50-3-071"""
188770.0607,1997442.182,0.1433,0.6057,0.0307,3/12/2017 10:50:00 AM,369,"""2017-369-2-071"""
188434.0343,1997094,0.692,1.1083,0.3838,3/12/2017 11:48:00 AM,50,"""2017-50-4-071"""
188469.2609,1997651.388,0.7829,0.3127,0.0629,3/12/2017 12:22:20 PM,54,"""2017-54-3-071"""
188822.362,1997585.459,0,0,0,3/12/2017 12:52:00 PM,40,"""2017-40-3-071"""
188473.5732,1996874.454,1.8171,0.2719,-0.595,3/13/2017 6:09:00 AM,63,"""2017-63-1-072"""
188450.2899,1997668.461,0,0,0,3/13/2017 6:50:40 AM,63,"""2017-63-2-072"""
188741.2807,1997415.174,0.2499,0.5279,0.1627,3/15/2017 6:43:00 AM,369,"""2017-369-1-074"""
188512.5154,1997385.096,3.3298,12.5043,1.5755,3/15/2017 7:16:20 AM,50,"""2017-50-2-074"""
188440.2507,1997665.903,4.6024,2.0349,-0.6443,3/15/2017 7:35:00 AM,54,"""2017-54-1-074"""
188545.0341,1997678.545,2.272,3.3671,0.7495,3/15/2017 7:41:00 AM,355,"""2017-355-1-074"""
188513.0803,1997468.712,0,0,0,3/15/2017 7:51:20 AM,41,"""2017-41-1-074"""
188795.4811,1997426.555,1.9328,0.9158,-0.2346,3/15/2017 10:07:20 AM,369,"""2017-369-2-074"""
188755.0922,1997462.007,6.5285,0.8607,-0.0238,3/16/2017 6:31:20 AM,369,"""2017-369-1-075"""
188741.9371,1997252.854,1.2058,2.4334,1.548,3/16/2017 7:08:00 AM,50,"""2017-50-1-075"""
188635.8942,1997187.627,2.8269,6.4356,-3.6404,3/16/2017 7:16:20 AM,38,"""2017-38-1-075"""
188728.4589,1997392.363,38.6155,4.6632,-8.2138,3/16/2017 8:09:00 AM,63,"""2017-63-1-075"""
188545.3715,1997652.328,0.808,2.1663,0.9223,3/16/2017 8:31:00 AM,355,"""2017-355-1-075"""
188405.9946,1997654.044,46.3898,3.0309,1.5002,3/16/2017 8:36:00 AM,54,"""2017-54-1-075"""
188560.8026,1997458.338,0.1162,0.3015,0.1301,3/16/2017 8:48:00 AM,41,"""2017-41-1-075"""
188697.451,1997297.038,23.5436,3.3118,-1.1935,3/17/2017 6:35:40 AM,63,"""2017-63-1-076"""
188748.6037,1997452.736,0.0482,0.5937,-0.0835,3/17/2017 6:48:00 AM,369,"""2017-369-1-076"""
188757.7181,1997476.453,0.2521,0.174,-0.1719,3/17/2017 6:51:20 AM,63,"""2017-63-2-076"""
188807.8717,1997560.43,2.9399,30.612,4.0032,3/17/2017 6:56:20 AM,40,"""2017-40-1-076"""
188560.7732,1997460.099,0.1446,0.7021,0.2103,3/17/2017 7:14:00 AM,41,"""2017-41-1-076"""
188460.2644,1997636.535,4.152,1.6156,-1.8803,3/17/2017 7:38:20 AM,54,"""2017-54-1-076"""
188515.9117,1997690.196,0,0,0,3/17/2017 7:45:00 AM,355,"""2017-355-1-076"""
188778.0206,1997702.538,508.7326,58.7465,143.5729,3/17/2017 7:53:00 AM,63,"""2017-63-3-076"""
188733.4571,1997426.057,0.7298,2.4192,0.3175,3/17/2017 9:33:00 AM,369,"""2017-369-2-076"""
188675.5542,1997486.206,0.6061,3.8669,-0.1728,3/17/2017 10:04:00 AM,50,"""2017-50-2-076"""
188581.0643,1997502.351,7.7801,5.6742,5.6664,3/17/2017 10:15:40 AM,41,"""2017-41-2-076"""
188456.608,1997614.108,2.0835,1.5632,0.5142,3/17/2017 10:24:40 AM,54,"""2017-54-2-076"""
188548.2262,1997466.824,58.9855,10.0085,22.3884,3/18/2017 6:43:00 AM,41,"""2017-41-1-077"""
188455.0385,1997639.652,0,0,0,3/18/2017 6:55:20 AM,54,"""2017-54-1-077"""
188501.2398,1997691.646,1.6031,0.5196,0.453,3/18/2017 7:01:00 AM,355,"""2017-355-1-077"""
188748.5241,1997434.497,0.6943,2.492,-0.5904,3/18/2017 7:15:40 AM,369,"""2017-369-1-077"""
188575.4624,1997337.185,0.2418,0.3156,0.1163,3/19/2017 7:09:00 AM,514,"""2017-514-1-078"""
188471.0591,1997637.927,0,0,0,3/19/2017 7:39:40 AM,54,"""2017-54-1-078"""
188515.4652,1997693.659,1.3506,3.4797,-0.1443,3/19/2017 7:44:40 AM,355,"""2017-355-1-078"""
188719.5459,1997433.806,0.4109,0.8113,-0.0578,3/19/2017 8:03:20 AM,369,"""2017-369-1-078"""
188966.6544,1997503.681,552.2867,20.1932,65.7275,3/19/2017 8:12:00 AM,40,"""2017-40-1-078"""
188518.4421,1997275.249,88.8704,4.9285,8.8943,3/19/2017 8:32:40 AM,50,"""2017-50-1-078"""
188543.5021,1997302.568,2.6154,0.8517,-0.7492,3/19/2017 8:39:00 AM,41,"""2017-41-1-078"""
188437.8528,1997613.971,10.3969,1.3747,-0.7543,3/20/2017 10:10:20 AM,54,"""2017-54-1-079"""
188568.8634,1997726.847,41.0793,138.8144,69.5737,3/20/2017 10:15:00 AM,355,"""2017-355-1-079"""
188741.7436,1997435.253,1.2294,1.4767,0.5699,3/20/2017 10:26:00 AM,369,"""2017-369-1-079"""
188812.1524,1997530.949,3.1438,5.0785,2.8415,3/20/2017 10:41:40 AM,40,"""2017-40-1-079"""
188544.5093,1997265.57,1.48,5.2809,1.5268,3/20/2017 11:01:20 AM,50,"""2017-50-1-079"""
188520.4117,1997311.843,0.3836,0.7215,0.0659,3/20/2017 11:05:40 AM,41,"""2017-41-1-079"""
189129.6972,1996583.881,1.4088,1.1339,0.1213,3/21/2017 8:33:40 AM,513,"""2017-513-1-080"""
189279.6479,1996738.222,20.8052,16.319,15.109,3/21/2017 8:46:20 AM,75,"""2017-75-1-080"""
189127.688,1996635.464,0.2195,5.6156,0.0267,3/21/2017 8:56:40 AM,90,"""2017-90-1-080"""
189186.2921,1996776.842,1.4355,13.4225,1.9676,3/21/2017 9:25:00 AM,516,"""2017-516-1-080"""
188454.1988,1997688.13,2.2959,0.8988,0.4954,3/21/2017 10:45:00 AM,54,"""2017-54-1-080"""
188740.8067,1997440.102,0.7265,1.076,0.5078,3/21/2017 11:05:00 AM,369,"""2017-369-1-080"""
188452.5483,1997609.401,2.423,1.4585,0.4331,3/21/2017 12:34:00 PM,54,"""2017-54-2-080"""
188543.6013,1997242.003,1.5215,6.5032,0.7727,3/21/2017 1:09:20 PM,50,"""2017-50-1-080"""
188778.1737,1997421.453,49.0927,9.0824,-18.074,3/22/2017 10:09:00 AM,369,"""2017-369-1-081"""
188771.5354,1997203.518,71.3111,52.4261,-57.6483,3/22/2017 10:35:40 AM,514,"""2017-514-1-081"""
188514.0406,1997288.984,7.6495,1.1039,0.862,3/22/2017 10:45:00 AM,41,"""2017-41-1-081"""
188515.2302,1997278.055,0.465,2.3126,0.6679,3/22/2017 12:06:20 PM,41,"""2017-41-2-081"""
188656.1182,1997546.931,13.0733,4.1878,-4.7172,3/26/2017 11:53:00 AM,50,"""2017-50-2-085"""
188567.5636,1997434.511,0.4712,0.6333,-0.013,3/26/2017 12:01:00 PM,518,"""2017-518-2-085"""
188558.2203,1996857.694,300.519,1671.9155,677.0947,3/28/2017 6:37:00 AM,38,"""2017-38-1-087"""
188783.302,1997329.402,1.7044,0.826,0.7708,3/28/2017 6:50:00 AM,515,"""2017-515-1-087"""
188837.5449,1997640.369,4.3192,72.6675,11.9105,3/29/2017 6:55:20 AM,40,"""2017-40-1-088"""
188649.4465,1997464.342,0.3298,0.4758,-0.1316,3/29/2017 7:16:40 AM,518,"""2017-518-1-088"""
188576.0127,1997471.367,0.5728,0.6351,-0.0777,3/30/2017 7:16:40 AM,517,"""2017-517-1-089"""
188546.4276,1997305.516,16.7068,238.8828,-48.6194,3/30/2017 7:26:00 AM,73,"""2017-73-1-089"""
188754.1518,1997382.68,0.3832,1.1003,-0.1129,3/30/2017 7:49:20 AM,515,"""2017-515-1-089"""
188797.0126,1997580.982,1.1896,4.7353,1.5327,3/30/2017 7:59:40 AM,40,"""2017-40-1-089"""
188764.6024,1997380.278,22.5321,10.0918,-12.0664,3/30/2017 8:10:00 AM,512,"""2017-512-1-089"""
188499.2861,1997525.268,100.3825,140.5522,-103.8485,4/1/2017 6:27:00 AM,38,"""2017-38-1-091"""
188299.2007,1997789.721,503.9224,37.1637,-107.7819,4/1/2017 6:41:00 AM,38,"""2017-38-2-091"""
188540.939,1997377.515,2.0183,2.5029,0.3792,4/1/2017 6:58:20 AM,73,"""2017-73-1-091"""
188528.4184,1997422.936,0.5791,1.7602,-0.0202,3/29/2017 9:54:20 AM,73,"""2017-73-1-088"""
188461.6886,1997448.893,5.6051,0.2533,-1.1852,4/3/2017 10:13:40 AM,73,"""2017-73-1-093"""
189234.9498,1996692.423,0.526,0.3374,0.1126,4/5/2017 6:18:00 AM,75,"""2017-75-1-095"""
189300.1459,1996401.15,1.996,2.0574,0.0515,4/5/2017 6:56:20 AM,83,"""2017-83-1-095"""
189119.0416,1996643.258,3.6389,5.617,-1.9729,4/5/2017 7:11:00 AM,90,"""2017-90-1-095"""
188658.3412,1997227.965,1.3146,2.2792,0.404,4/5/2017 8:45:20 AM,37,"""2017-37-1-095"""
188685.6541,1997539.438,6.3298,1.8953,1.4315,4/5/2017 9:09:40 AM,79,"""2017-79-1-095"""
188490.1859,1997415.353,2.1623,1.3589,0.3149,4/5/2017 9:57:20 AM,73,"""2017-73-1-095"""
188527.8999,1997401.336,3.863,3.0939,0.0244,4/6/2017 11:53:00 AM,73,"""2017-73-1-096"""
188511.2416,1997380.177,0.7039,2.2796,0.5385,4/8/2017 12:03:00 PM,88,"""2017-88-1-098"""
188491.9944,1997395.241,1.5486,0.5087,-0.1276,4/12/2017 9:10:20 AM,88,"""2017-88-1-102"""
188474.8725,1997415.171,2.9738,1.6581,-0.277,4/12/2017 9:18:00 AM,73,"""2017-73-1-102"""
188630.1099,1997201.084,0.3013,0.2507,-0.1669,4/12/2017 9:27:00 AM,37,"""2017-37-1-102"""
188657.7109,1997213.347,1.5491,1.2968,0.099,4/12/2017 6:30:20 AM,514,"""2017-514-1-102"""
188887.8681,1997254.651,106.3639,21.0448,-35.8046,4/13/2017 6:26:40 AM,514,"""2017-514-1-103"""
188505.1258,1997294.591,192.756,324.648,242.6156,4/15/2017 6:46:20 AM,514,"""2017-514-1-105"""
188507.4754,1997339.588,4.119,4.4361,3.0963,4/15/2017 7:13:20 AM,360,"""2017-360-1-105"""
188588.7415,1997226.537,2.5475,1.2776,0.1723,4/15/2017 7:24:40 AM,37,"""2017-37-1-105"""
188683.5635,1997145.19,0.6885,0.6257,-0.2699,4/15/2017 8:14:40 AM,49,"""2017-49-1-105"""
188522.8615,1997380.933,5.8457,2.0616,-1.9998,4/15/2017 8:37:00 AM,360,"""2017-360-2-105"""
188491.4212,1997336.046,0.216,0.5235,-0.1928,4/15/2017 8:58:00 AM,360,"""2017-360-3-105"""
188699.5157,1997106.967,0,0,0,4/15/2017 9:30:40 AM,49,"""2017-49-2-105"""
188690.7726,1997295.173,1.3746,1.3175,-0.4148,4/15/2017 9:46:40 AM,379,"""2017-379-1-105"""
188771.1131,1997265.151,0,0,0,4/15/2017 9:52:40 AM,371,"""2017-371-1-105"""
188643.8389,1997374.174,3.4757,49.6479,-5.92,4/15/2017 10:02:00 AM,362,"""2017-362-1-105"""
188592.4009,1997514.842,15.795,46.4804,-24.2563,4/15/2017 12:17:40 PM,370,"""2017-370-1-105"""
188660.0042,1997372.126,0.7637,2.738,-0.6421,4/15/2017 12:25:20 PM,379,"""2017-379-2-105"""
188484.1082,1997338.015,0.1312,0.4696,0.1533,4/15/2017 12:35:00 PM,360,"""2017-360-4-105"""
